?concept	?object	?predicat	1
consumer finance company	"direct loan company"	rel:altLabel	1
consumer finance company	"small loan company"	rel:altLabel	1
consumer finance company	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
consumer finance company	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/FinancialServicesEntities/ConsumerFinanceCompany>	rel:isDefinedBy	1
consumer finance company	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
thb sor reference banks	"\"THB-SOR-Reference Banks\" code has been deprecated in supplement 38 to the 2006 ISDA definitions. The code is kept in FpML for backward compatibility purposes."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
thb sor reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
thb sor reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
thb sor reference banks	"individual representing the FpML floating interest index for the THB-SOR-Reference Banks"	rel:definition	1
thb sor reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
thb sor reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/THB-SOR-Reference_Banks>	rel:isDefinedBy	1
thb sor reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
put window	"an explicit period of time prior to a put date during which holder or agent must give notice to an issuer"	rel:definition	1
put window	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
put window	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/PutWindow>	rel:isDefinedBy	1
put window	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
chf libor reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
chf libor reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
chf libor reference banks	"individual representing the FpML floating interest index for the CHF-LIBOR-Reference Banks"	rel:definition	1
chf libor reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
chf libor reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CHF-LIBOR-Reference_Banks>	rel:isDefinedBy	1
chf libor reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
published financial information	financial information publisher	rel:hasPublisher	1
published financial information	"published information made available by a financial information publisher"	rel:definition	1
published financial information	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
published financial information	<https://spec.edmcouncil.org/fibo/ontology/IND/Indicators/Indicators/PublishedFinancialInformation>	rel:isDefinedBy	1
published financial information	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
litigation capacity	"the legal capacity to pursue a litigation action in law"	rel:definition	1
litigation capacity	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
litigation capacity	<https://spec.edmcouncil.org/fibo/ontology/FND/Law/LegalCapacity/LitigationCapacity>	rel:isDefinedBy	1
litigation capacity	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
international money market australian dollar trading date rule	"http://www.asx.com.au/documents/products/90-Day-bank-bill-futures-factsheet.pdf"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
international money market australian dollar trading date rule	"a trading date rule defined as the last trading day of an Australian Stock Exchange (ASX) 90-Day Bank Accepted Futures and Options product, one Sydney business day preceding the second Friday of the relevant settlement month"	rel:definition	1
international money market australian dollar trading date rule	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
international money market australian dollar trading date rule	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/ParametricSchedules/InternationalMoneyMarketAustralianDollarTradingDateRule>	rel:isDefinedBy	1
international money market australian dollar trading date rule	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
cad tbill telerate	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
cad tbill telerate	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
cad tbill telerate	"individual representing the FpML floating interest index for the CAD-TBILL-Telerate"	rel:definition	1
cad tbill telerate	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
cad tbill telerate	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CAD-TBILL-Telerate>	rel:isDefinedBy	1
cad tbill telerate	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
ron rbor reuters	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
ron rbor reuters	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
ron rbor reuters	"individual representing the FpML floating interest index for the RON-RBOR-Reuters"	rel:definition	1
ron rbor reuters	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
ron rbor reuters	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/RON-RBOR-Reuters>	rel:isDefinedBy	1
ron rbor reuters	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
proprietary security identification scheme	proprietary security identifier	rel:defines	1
proprietary security identification scheme	"a security identification scheme published by a data provider or other commercial entity"	rel:definition	1
proprietary security identification scheme	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
proprietary security identification scheme	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIdentification/ProprietarySecurityIdentificationScheme>	rel:isDefinedBy	1
proprietary security identification scheme	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
employment situation establishment survey	"U.S. Bureau of Labor Statistics and Statistics Canada reference definitions - https://wiki.edmcouncil.org/pages/viewpage.action?pageId=6358041"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
employment situation establishment survey	establishment	rel:hasContext	1
employment situation establishment survey	"a survey conducted on a regular basis that presents analytical information related to the labor force of a given statistical area, surveyed with respect to businesses, and is, for the most part, seasonally adjusted"	rel:definition	1
employment situation establishment survey	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
employment situation establishment survey	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/NorthAmericanIndicators/USEconomicIndicators/EmploymentSituationEstablishmentSurvey>	rel:isDefinedBy	1
employment situation establishment survey	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
jpy ois tradition	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
jpy ois tradition	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
jpy ois tradition	"individual representing the FpML floating interest index for the JPY-OIS-11:00-TRADITION"	rel:definition	1
jpy ois tradition	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
jpy ois tradition	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/JPY-OIS-11_00-TRADITION>	rel:isDefinedBy	1
jpy ois tradition	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
text	"https://en.wikipedia.org/wiki/Plain_text"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	1
text	"This meaning for 'text' is as opposed to formatted text and to binary files in which some portions must be interpreted as binary objects (encoded integers, real numbers, images, etc.).\n\nThe encoding has traditionally been either ASCII, one of its many derivatives such as ISO/IEC 646 etc., or sometimes EBCDIC. Unicode-based encodings such as UTF-8 and UTF-16 are gradually replacing the older ASCII derivatives limited to 7 or 8 bit codes."	rel:editorialNote	1
text	"Where there is a business requirement or business knowledge about restrictions to a piece of text, such as lengths or the specific inclusion or exclusion of line breaks, these should be added as more specialised types of this Type."	rel:editorialNote	1
text	"the contents of an ordinary sequential file readable as textual material without much processing"	rel:definition	1
text	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
text	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/BusinessFacingTypes/text>	rel:isDefinedBy	1
text	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
myr quarterly swap rate tradition	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
myr quarterly swap rate tradition	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
myr quarterly swap rate tradition	"individual representing the FpML floating interest index for the MYR-Quarterly Swap Rate-11:00-TRADITION"	rel:definition	1
myr quarterly swap rate tradition	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
myr quarterly swap rate tradition	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/MYR-Quarterly_Swap_Rate-11_00-TRADITION>	rel:isDefinedBy	1
myr quarterly swap rate tradition	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
put notification provision	put window	rel:hasDatePeriod	1
put notification provision	"a provision of a put feature defining notification requirements"	rel:definition	1
put notification provision	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
put notification provision	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/PutNotificationProvision>	rel:isDefinedBy	1
put notification provision	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
aud semi annual swap rate icap reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
aud semi annual swap rate icap reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
aud semi annual swap rate icap reference banks	"individual representing the FpML floating interest index for the AUD-Semi-Annual Swap Rate-ICAP-Reference Banks"	rel:definition	1
aud semi annual swap rate icap reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
aud semi annual swap rate icap reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/AUD-Semi-Annual_Swap_Rate-ICAP-Reference_Banks>	rel:isDefinedBy	1
aud semi annual swap rate icap reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
eur tec cno	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
eur tec cno	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
